,star_score,reple,date
597,10,한 인생을 통째로 살아낸 느낌.,2018-05-28 00:58:00
598,10,인생은짧고 예술은길다 능히 시대를아우를수잇는 명작,2018-04-28 05:07:00
599,10,고단한 그들의 삶이 너무나 불쌍해... 불쌍해서 가슴이 저린다...,2018-04-27 15:04:00
600,9,중국 근현대사와 경극을 배경으로 인간 군상을 표현한 수작.,2018-04-15 04:17:00
601,10,고3에 나온 영환데 극장에서 친구랑 보고 두번 더 혼자 가서 봄. 시간이 많이 지나 마흔이 넘었지만 다시 봐도 좋은 영화였다.,2018-04-09 13:45:00
602,10,대단한 감독의 스토리와 연출. 역동적인 시대의 흐름에 압도 당한다.,2018-02-28 02:00:00
603,10,이런 대명작을 말로 표현하는게 아까울정도..,2018-02-27 21:45:00
604,9,중국의 근현대사를 2시간 넘게 공부한것 같다. 세 남녀의 길고긴 희노애락. ㅠㅍ,2018-02-02 08:30:00
605,10,인생영화. 생각 날 때마다 마음이 아림,2018-01-30 15:20:00
606,10,어려서 이영화를 보고 나이들어서 이영화를 다시 봤을때 여전히 감동스러운 건 마찬가지였는데..나이들어서 본 이영화는 왜이리 서글픈건지... 꺼이꺼이 울기까지 했네요ㅜㅜ장국영의 처연한 눈빛도 너무 크게 와닿고..,2018-01-27 14:43:00
607,10,"스토리가 너무 탄탄하고 당대 시대 배경을 너무나도 표현했다. 배우들의 연기력은 말할것도 없고, 20년이 지난 후에야 봤지만 처음 봤을때의 충격은 말할수 없고 아직까지 먹먹한 기분이 든다",2017-09-27 16:39:00
608,10,완전 슬퍼요ㅠㅠㅠ인생영화,2017-09-19 03:11:00
609,10,영화를 보고 가슴이 떨려 잠을 잘 이루지 못했습니다. 영화를 보는 눈을 새로이 띄게 해준 영화,2017-08-18 05:37:00
610,10,재앙은 하늘에서 떨어진게 아니라 스스로 한걸음 한걸음씩 다가가는 인과응보다.,2017-04-10 21:45:00
611,10,장국영의 슬픈 눈빛을  잊을수없다ㅠ,2017-04-08 21:14:00
612,10,길이 남을 명작이라고 생각한다,2017-04-01 19:01:00
613,10,"중국 영화중 이토록 예술적인 작품이 있을까 싶다.장국영 ,장풍의, 공리 배우의 연기에 감탄했고 스토리와 연출에 또 한번 감탄했다.",2017-04-01 11:22:00
614,10,꼭 볼거야 ~ 내 인생영화 .. 哥哥장국영 보고싶다,2017-03-23 17:48:00
615,10,정말 아까운 배우 다시 돌아올수 만 있다면~~,2017-03-17 12:44:00
616,10,최고의 영화 정말 최고...,2017-03-12 18:43:00
617,9,불후의 명작!! 연기가 압권!,2017-03-02 14:23:00
618,10,먹먹하네... 왜 아직도 여운이... ㄷㄷㄷ,2017-02-03 18:37:00
619,10,"3월 30일 재개봉!!! 내가 너무 사랑하는 배우...장국영!!! 그의 영화를 영화관에서 볼 기회가 생기다니...ㅠㅠ 꺼거.,.. 보고싶어요",2017-02-01 00:05:00
620,10,2017년 3월 30일 장국영님의 기일에 맞춰 재개봉 한다고 합니다!! 영화관에서 본다니 너무 기대됩니다,2017-01-27 09:41:00
621,10,공리가 떠나기전..장국영과 마주본그모습은..아직도미칠것같다..,2017-01-19 01:31:00
622,6,내가 이걸 시간이 지나 다시본다면 생각이 달라질까,2016-11-22 00:53:00
623,10,"패왕의 검은 너무나도 잔인하다. 하지만 그것보다 더 잔인한것은 민중들의 무지, 그로인한 피해자들..",2016-11-13 02:24:00
624,10,내인생 최고의 영화넘버원 입니다!!,2016-10-15 00:52:00
625,10,여운이 가시지를 않는다,2016-10-13 06:24:00
626,10,"최고의영화. 데이(도즈)의 아이덴티티는 경극 속의 우희였고, 마지막에 샬로가 &#34;도즈야&#34;라고 본명을 부른 건 항상 &#39;경극은 경극일뿐&#39;이라던 샬로의 생각이 깨졌기 때문이라고 난 이해했다. 경극 밖에서도 도즈는 우희였음을 인정한  것이라고.. ",2016-09-28 02:30:00
627,10,"이 영화를 보면서 쭉 느낀건데, 주신은 사랑때문에 결혼해서 사랑때문에 어려운 삶을 버텼지만 마지막에 둘에게 배신당하고 쓸쓸히 떠나는 모습이 참 안타깝다. 패왕과 우희는 서로 살기위해 급급했지만 진짜 대단한건 그 둘을 위해 헌신적으로 노력한 주신이다. ",2016-05-22 22:26:00
628,10,이런걸 마스터피스라고 한다.,2016-01-24 22:53:00
629,10,쥬산과 데이는 샬로를 너무도 순수하고맹목적으로 사랑했지만 정작 샬로는 그들이 자신을 사랑하는만큼 그들을 사랑하지 않았고 자기 본능과 자기 살길에 더 충실했던 답답한 인간일 뿐이었다.덕분에 쥬산과 데이의 최후는 너무도 가슴을 아리고 먹먹하게 만든다. ,2015-07-16 00:11:00
630,6,저는 영알못 인가 봅니다.,2015-06-03 20:18:00
631,10,열손가락안에  드는 최고영화,2015-04-11 02:42:00
632,9,후반 홍위병 시퀀스의 강렬함은 쉽게 잊을 수 없는 매력이 있다.많은 단점들이 도드라지지만 1993년 중국에서 만들어졌다는 사실만으로도 대단하다.,2014-12-10 14:26:00
633,10,진짜 먹먹하다 근데 줄거리에서 스포 다 하네,2014-11-24 20:37:00
634,10,한마디 말로는 그 여운과 감동을 다 표현할수가 없다 꼭 봐야할 영화,2014-11-23 11:02:00
635,10,기대없이 봤는데 그 이상을 보여준 영화 이 영화를 왜 이제야 본걸까..,2014-11-03 04:17:00
636,10,"이렇게  몰입해 본 영화는 '게이샤의 추억'  이후로 처음이였다.배우들의 연기가  날 웃게 하고, 슬프게 하고, 안쓰럽게 한 많은 감정을   내게 하였던 영화. 잊지 않을 것이다",2014-09-29 20:01:00
637,10,기억에 남는 명화 같은 영화,2014-05-31 02:24:00
638,10,대작이자명작,2013-07-18 08:27:00
639,10,시대적 배경으로 봐도 배우들의 연기로 봐도 캐릭터적인 면으로 봐도. 어느쪽으로 봐도 손색 없는 영화,2013-02-25 23:03:00
640,10,진짜 패왕은 없네..ㅠㅠ,2013-02-22 05:32:00
641,10,안지루함 보셈,2012-09-14 17:00:00
642,10,걍 짱먹어야 됨ㅋㅋㅋ,2012-05-06 16:14:00
643,10,엉덩이가 아픈지도 모르고 봤던 영화. 영화는 길지만 그 속에 푹빠져든다.,2012-05-02 13:42:00
644,10,아름다운 영화. 명작이다,2012-04-09 00:32:00
645,10,명작!,2012-04-07 01:44:00
646,10,눈물나게 아름답다.,2012-03-10 23:46:00
647,9,"어렸을땐 지루하고 난해했지만, 다시보니 명화였더라",2012-02-03 00:45:00
648,10,말이 필요없다.,2011-12-05 14:50:00
649,10,"역사와 이데올로기, 그앞에 선 한인간과 그의사랑, 그리고 예술..이것이 대서사시다.",2011-11-14 17:13:00
650,8,"재밌네요.. 하지만 뭔가 꺼림칙함.,",2011-08-27 17:18:00
651,9,중국 근현대사를 안다면 더욱 비극으로 다가오는 영화.,2011-08-08 23:42:00
652,10,"11살 때 만나, '아름답다'는 것을 배웠다.",2011-08-02 23:59:00
653,8,흘러가는 시간 속에 영원한 것은 없다.....,2011-07-27 14:05:00
654,10,명작이지. 중국 최고 영화중 하나.,2011-05-17 01:40:00
655,10,이런것이 바로 명작이다,2011-05-14 16:59:00
656,10,배우들의연기도..역사와 어우러져서 정말 최고의 감동을 전해주었습니다.,2011-04-13 16:04:00
657,9,변해가는 시대적 사회상에 처절하게 몸부림치다 본질을 잃어가는 영웅들. 찡한 영화,2011-04-12 07:16:00
658,10,너무 아련해서 소름 끼친다... 흑흑,2011-04-06 17:26:00
659,10,영화 감상에서 봤는데 와 먼가 계속 가슴이 먹먹해지는 영화였음,2011-04-02 19:52:00
660,10,울게하려는 과장된 장치없이 오히려절제된연출을했는데도 끊임없이 눈물이흘러내렸다,2011-04-01 17:49:00
661,10,7번째 봤슴. 진심 몇번을 봐도 이건 최고얌,2011-01-09 02:24:00
662,9,중국의 근현대사를 제대로 알고있었다면 더 좋았을뻔했다.,2010-12-17 12:33:00
663,10,"경극이 좋고 경극 악기소리도 좋고, 내용도 좋고, 표현도 좋다!",2010-11-25 11:59:00
664,8,감정묘사가 뛰어난 작품,2010-11-11 22:33:00
665,10,정말 대박....ㅠㅠ,2010-10-20 21:24:00
666,10,최고...,2010-10-13 02:51:00
667,10,내가 본 것 중 가장 아름답고 슬픈 영화.,2010-09-26 19:59:00
668,8,동양적인 매력과 슬픔이 물씬 배어있다,2010-07-13 07:31:00
669,8,"뭐라 말로 표현하기 어려움,,",2009-09-20 18:24:00
670,9,"그러게요, 저도 그 표정을 잊을수가 없네요",2009-07-23 00:44:00
671,3,아..죽..,2009-03-28 20:13:00
672,9,인생이라는거 참 징하다,2008-05-24 04:10:00
673,9,"우스꽝스럽게 생각했던 경극이지만 영화를 본 후 또하나의 문화,예술을 배웠다.",2008-05-05 13:02:00
674,9,볼거리가 많아서 좋았던 영화..,2007-05-25 16:01:00
675,9,문화혁명에대해서공부하고보시면좋음,2007-02-27 19:58:00
676,9,"장국영씨 정말 맡은바 배역에 정말 충실한 분, 아 우울하다",2007-02-27 19:17:00
677,9,중국 격동의 현대사속 비극적 인물의 생애,2007-02-23 16:24:00
678,9,내용을 완벽하게 이해 하지못했지만... 참 감동적인...영화.,2007-01-29 14:27:00
679,9,아찔하지 않은가.,2006-12-29 00:26:00
680,9,슬퍼..ㅠㅠ 눈물 뚝뚝.. 가슴이 아련해..,2006-10-03 23:32:00
681,9,영화는 역시 끝까지 봐야 지루한게 아니였단걸 안다..,2006-10-03 12:00:00
682,9,출연진들의 모든 연기력이 돋보이던 영화,2006-09-06 09:34:00
683,9,데이의 최후다운 최후로 여운을 주는 영화.,2006-07-30 10:07:00
684,9,잊혀져가는 전통과 그 속에 몸 담았던 이들의 고뇌를 잘 들어냄,2006-07-28 08:27:00
685,9,장국영의 손짓이 잊혀지지 않는다. 최고.,2006-05-29 13:29:00
686,6,평점에 속은건가~~ 내 취향은 아니내,2006-05-29 06:58:00
687,8,장국영.. 넘 동성적 이미지 강해.,2006-01-15 13:08:00
688,1,별로,2006-01-13 21:57:00
689,9,장국영님 연기가 너무 뛰어나서 ㅠㅠ 흑 왜 가셨나요,2006-01-04 06:01:00
690,5,난 재미없었음,2005-12-29 18:09:00
691,6,경극 밖에 모르던 놈들에게 너무나 벅찼던 세상,2005-10-17 16:25:00
692,9,"아쉽고, 아프고, 지극히 슬프다.",2005-08-25 06:54:00
693,8,잼있긴 한데.... 인간적으로 넘 우울하다..,2005-06-10 19:49:00
694,1,왜10이야 밥통아,2005-02-11 11:16:00
695,10,사회가 개인에게 얼마나 찬란하고 또 얼마나 가혹한지 명확하게 보여주는 작품.,2020-05-12 22:06:00
696,10,재미있게 잘 보았습니다,2020-05-12 21:30:00
697,10,내인생최고의영화그냥닥치고봄이정답,2020-05-12 20:51:00
698,10,감히 제가 평가할 수 없는 영화입니다.예술은 국가로부터 독립되어야 합니다.,2020-05-12 13:02:00
699,10,시대가 흘러도 변하지 않을 최고의 작품을영화관에서 볼 수 있다는 행운에 감사합니다.,2020-05-12 10:52:00
700,10,"이 영화는 경극을 보는것이 아니라 20세기초 중국내부 사회를 들여다 볼수 있는 영화다..사회가 그들을 고통으로 내몰았지, 그들이 고통으로 뛰어든것은 아니다. 볼때마다 가슴이 미어지는 이 기분...",2020-05-11 23:34:00
701,10,이젠 장국영의 새로운 작품을 볼 수 없다니....,2020-05-11 23:02:00
702,10,최고의 영화입니다 이런 영화는 처음이었어요,2020-05-08 00:23:00
703,8,뭔가 신기해여 예술성 진짜 으마으마한 영화임 흠... 신기한영화,2020-05-07 01:29:00
704,10,여운이 이렇게 오래 깊게 남는 영화는 처음입니다 장국영 배우의 연기와 색감과 역사적 상황을 알고 보면 볼 수록 영화가 더욱 매력적이네요,2020-05-07 01:05:00
705,10,장국영은 이제 없어도 영원히 남을지니.,2020-03-08 23:10:00
706,10,장국영은 정말 연기의 신급!!!!,2020-03-03 16:27:00
707,10,인류의 문화유산급 영화....근데 첸카이거 감독 요새는 뭘 만들고 있는지 모르겠음...,2020-03-01 16:08:00
708,10,"패왕별희를 보고 장국영을 처음 알게 되었다. 잠이 오지 않아 잠깐 틀어놓고 자려던 영화를 새벽 내내 밤을 새며 볼 줄이야. 영화가 개봉할 때 태어나지도 않았던 내가, 그가 죽었을 때 죽음이 뭔지도 몰랐던 아이가 지금은 그를 그리워하고 추억한다는 게 스스로도 너무 웃긴데, 그는 그럴 수밖에 없는 사람이다. &lt;영웅본색&gt;의 자호도 사랑하고 &lt;아비정전&gt;의 아비도 좋아하지만, 가장 보고 싶은 사람은 &lt;패왕별희&gt;의 데이다. 데이를 만나고 처음으로 진심을 다해 내가 아닌 다른 사람의 행복을 빌었다. 그는 지금 행복할까. 행복했으면. ",2020-02-15 19:23:00
709,10,중국에서 언젠가 다시 이런 영화를 만들어낼 수 있을까 싶다..,2019-12-25 11:40:00
710,10,이 영화를 내가 어찌 감히 글로 평가할 수 있겠소.. 그저 최고의 영화. 마스터피스,2019-12-07 19:55:00
711,10,중국 근현대사를 미리 조금 알아두면 더 좋은 작품장국영의 눈빛이 아직도 잊혀지지가 않는다...,2019-11-15 17:13:00
712,10,진심 역작임. 어린시절 이영활보고  일주일이상 영화속에서 그감정들속에서  헤어나오지 못했었다.  수OO이 지난지금도  이영화 제목만  보아도 그  먹먹함이  가슴속으로 밀려올만큼우희=장국영 그자체였음... 그 감동과  감정들의  무게가  버거워  다시보기 겁이 날 만큼 최고의 영화. ,2019-11-11 23:38:00
713,10,우희와 겹쳐보이는 장국영의 모습,2019-09-30 04:17:00
714,9,시대와 인연에 먹혀버린 우희의 삶,2019-08-05 03:16:00
715,9,"너무 아름다운데 그래서 더 슬프다. 시대가 만든 비극. 극중 데이의 말처럼 절망은 어디에서 뚝 떨어지는게 아니라, 한걸음 한걸음 스스로 걸어가는 거라고. 장국영 보고싶어요.",2019-07-28 13:19:00
716,10,연기력들이 최고다 장국영 공리는 역할에 미친듯하다,2019-04-01 16:20:00
717,10,장국영 미쳤다. 어떻게 저런 연기가 나올 수 있지..?말이 안나온다 진짜.,2019-04-01 11:49:00
718,10,중국영화중 최고라본다,2018-12-27 20:10:00
719,10,샬로와의 한 평생을 원했지만 격변하는 시대와 샬로의 나약함 때문에 그럴수 없다는걸 알고 자결을 택한게아닐까...일찍 생을 마감해버리면 조금이라도 한평생에 가까워지는거니까.,2018-12-09 11:02:00
720,10,예술과 역사와 사랑의 서사시. 영원할 것만 같던 패왕과 우희 그리고 쥬샨은 격변속에 버티다가도 결국 역사앞에 스러진다.  '사면초가'에서 데이의 마지막 선택은 우희의 그것보다도 더 슬프다.,2018-07-30 12:57:00
721,10,요런게 시대의 역작이지,2018-06-12 12:43:00
722,10,말이 필요없지 20대 떄는 걍 뜻도없이 잼있내 했지만 30대가 되고난후 보니 뭔가 와닿는게 틀리다...말이필요없는 영화 최고,2018-06-06 01:23:00
723,10,"슬픔이란 감정을 넘어서서, 마음을 굳어버리게 하는 멍같은 느낌. 역사, 연출, 그리고 장국영까지...너무나 완벽한 영화",2018-06-05 22:09:00
724,10,데이는 어떤 역사적 상황에서도 우희였지만 샤오로우는 그의 패왕이 되어주지 않았기에 우희가 될 수 없었고 웬쓰예가 그의 패왕이 되어주고자 했지마 그 역시 자기 욕심을 채우기 위한 가짜 패왕일 뿐이었다.,2018-05-29 06:55:00
725,10,세월이 흐를수록 빛이 더하는 마스터피스...그리고 장국영을 추억하며 더욱 더 그가 그리워진다...,2018-05-20 05:44:00
726,10,학창시절에 못 본 명작을 뒤늦게 본 소감.역시 명작은 다르다.시대 흐름에 변하는 이념 그 위에 그려지는 예술인의 삶과 고뇌..성정체성에 물음표를 보이는 장국영의 섬세한 연기는 근대 중국 역사를 관통하면서 예술인의 삶을 조명하며 또 다른 예술이된다 ,2018-05-03 06:00:00
727,10,전통 예술을 전수받은 구 남자 주인공의 변화를 보고 죽음을 택하는 쥬산의 모습이 인상적이었다..그것도 홍등가 출신이라는 천박한 계급이라는 배경 속에서도 전통계승을 제일 걱정하고 마지막에 실망한 그 모습이...,2018-05-02 22:56:00
728,10,장국영 그 자체의 영화.,2018-04-23 14:07:00
729,10,"내 인생 최고의 배우,장국영",2018-04-14 23:13:00
730,10,먹먹하다고해야하나??장국영이라 가능한 영화??신선한 충격이었습니다.,2018-04-01 22:02:00
731,10,난 왜 장국영하면 이영화가 가장 먼저 생각나는지..한번본 영화임에도 깊이 각인되어버린영화..생각만으로도 너무나 아름답고 가슴이 먹먹하게되는..다시보고 싶지만 다시보면 그가 그리울꺼 같은맘에 못보는 영화..아직도 고인이라는게 믿겨지지 않는 그이기에.. ,2018-04-01 10:37:00
732,10,내 인생영화  중 하나...,2018-03-28 19:04:00
733,10,"영화의 가치가 무엇인지. 예술이 위대한 이유는 무엇인지, 이 영화를 보면 느끼게됩니다. 모든 배우들이 진정한  작품속주인공인 영화.",2018-02-16 15:43:00
734,10,보고 혼이 빠진 기분. 집중하고 보다 끝나고 한동안 멍했다,2017-07-27 14:21:00
735,10,너무나 아름다운 우희로 표현해 주셨습니다..남자분께  아름답다는 말이 이렇게 잘 어울릴 수 없을듯 합니다..,2017-07-05 01:39:00
736,10,"위험할 정도로 사람을 매료시키는 대단한 영화..홍콩의 마담투소에 영화 속 청데이의 모습을  한 레슬리의 밀랍인형을 보고있자면 어느 순간 먹먹해진다.. 24년전 영화라 믿기 어려울 정도로 감독과 배우, 분장과 의상까지 모든게 10점 만점에 100점. ",2017-05-01 13:21:00
737,10,두말할것없이 내 인생영화,2017-04-03 00:19:00
738,10,이런 걸 볼 수 있다는게 감동이고 축복이다,2015-07-25 03:57:00
739,10,왜 이영화를 이제야 봤을까내인생 최고의 영화.,2015-05-04 18:54:00
740,10,"말이 필요없다, 명작은 몇백년이 흘러도 명작이다.",2015-02-22 00:26:00
741,6,너무 긴 러닝타임안에서 지루하게 전개 되다가 갑자기 띄어넘기로 진행되는 느낌... 어떤걸 느껴야 하는지 모르겠다.,2014-08-28 17:09:00
742,10,"경극을 통해 감독은 공동체, 그리고 인생의 난제들을 우리 앞에 가져다 놓았다. 이제와서 공자와 경극을 되살려 놓은 중국을 보라.",2014-02-17 12:25:00
743,10,패왕별희...ㅠㅠ 최고임,2013-11-26 22:38:00
744,10,최고다 최고다 최고다...,2013-09-20 16:55:00
745,10,대작이랸게 이런거죠,2013-09-20 15:15:00
746,10,정말 10점도  모자란 영화. 보는 내내 눈물을 흘렸다.,2013-09-19 13:35:00
747,10,최고의영화ㅇㅇ엄청긴데도몰입감짱좋고중국영화원레안보는데이거때문에다른것도보려구요,2013-09-17 14:46:00
748,8,<봄에> 최림,2013-06-11 15:50:00
749,10,"이 영화를 다 보고나서 온 몸에 힘이 다 빠지고, 힘들었던 이유는 그만큼 몰입해서 본 영화였기 때문이다. 국가의 역사적 사건이 개인에게 미치는 영향을 생각해보게 하는 영화.",2013-04-12 21:22:00
750,10,죽기 전에는 꼭봐야할 영화라고 생각한다. 보고 나서 영화에서 헤어나올 수가 없다,2013-04-09 23:20:00
751,10,무엇보다 주샨의 마음을 이해했을 두지이기에 너무 안타깝다,2013-02-20 11:49:00
752,10,"나에겐 정말 명작이고, 최고인 영화.",2013-02-13 21:09:00
753,8,"흥하고 망하고, 성하고 쇠하는 개인과 시대에 대하여..",2013-01-24 09:35:00
754,10,명작,2012-11-25 04:31:00
755,10,샬로 개같은 새끼,2012-06-02 16:43:00
756,10,명작중에명작. 장국영이 그립다,2012-04-01 14:43:00
757,10,처음으로 dvd를 사게한 영화,2012-02-22 15:16:00
758,8,"눈부시던 그들의 모습, 서글펐던 그들의 그림자, 텁텁했던 중국 근현대의 裸現",2012-01-31 22:13:00
759,9,경극 배우인 데이와 샤롤의 인생. 그리고 그들을 둘러싼  격동의 중국역사. 정말 좋은 작품이다.,2012-01-18 02:26:00
760,10,영화속에서 데이는 우희로 살다가 우희로 죽었다,2011-12-09 02:42:00
761,10,사람들이 왜 장국영 장국영 했는지 알겠다...명작임;,2011-11-21 11:29:00
762,10,정말 최고 !! 배우자들 연기 짱 !!,2011-11-12 00:38:00
763,3,기대를하고봐서그런지 실망감이크다. 몇번이고다시봐야하나?,2008-01-26 14:15:00
764,8,"엄청난 기대를 했는지 약간 실망했지만, 명작임에는 틀림 없습니다. 여운을 주는 영화",2007-06-24 06:43:00
765,10,명작이다 장국영이 너무 그립다,2020-05-09 00:09:00
766,10,"우희의 현신 청데이, 격동속에 흐르는 핏물 같은 사랑",2020-05-08 23:13:00
767,10,처음 영화를 보고난 후에 느껴졌던 감정을 다시 느끼고싶어요. 3시간이라는 긴 시간이 짧게 느껴질정도로 몰입해서 봤습니다.,2020-05-08 20:35:00
768,10,"인생 최고의 영화입니다 영화 속 주인공들의 눈빛,표정,장면 하나하나가 아직도 생생히 기억에 남네요 장국영이 아직까지 살아있었다면 얼마나 좋았을까요... 장국영이 정말로 그립습니다",2020-05-07 23:53:00
769,10,"모든 장면과 눈빛들이, 몸짓들이 극장을 휘감고 나간다. 그리고 뇌리에 남는, 장국영.",2020-05-07 22:28:00
770,10,이 영화가 그냥 아시아 최고다,2020-05-07 17:41:00
771,10,오늘 보고왔습니다. 92년 출생이라 장국영 배우를 잘 모르지만..엄청 유명한 영화가 재개봉한대서 혼자 가벼운 마음으로 보러갔는데3시간동안 마음이 많이 먹먹했습니다. 정말 대단한 배우에요.이영화를 영화관에서 볼수 있어서 다행이에요! ,2020-05-07 01:24:00
772,10,"신이 만든 영화, 아름답다는 말로는 부족하다.",2020-05-06 16:27:00
773,10,"감상포인트 다 해당됨. 보지 말라고 하고 싶을 정도로 잘 때 빼고는 계속 이 영화에서 못 벗어나고 있다. 특유의 뿌연 영상과 전혀 흠 잡을 데 없는 연기, 그리고 영화 내내 흘러나오는 긴장감 넘치는 소리, 여운이 짙게 남는 스토리까지... (이런 영화들이 있을 수 있는데.. 패왕별희는 뭔가 다르다 뭐가 다른진 모르겠는데 아무튼 다르다)단연코 내가 본 영화 중에 최고라고 자부할 수 있다. 정말 좋았다. 당분간 못 헤어나올 것 같지만 그렇다고 이 영화를 보지 않을 수는 없지 않은가 정말 죽기 전에 봐야 할 영화이다영화 전체가 클라이맥스! 내 표현력이 부족하기도 하고 이 영화는 말로 느낌을 표현하기에는 너무 과분하다.. ",2020-05-06 13:54:00
774,10,한 사회가 어떻게 철저하게 개인을 파괴시킬 수 있는지를 잔인하고 아름답게 표현한 영화.,2020-05-04 22:43:00
775,10,엄청난 스토리에 엄청난 배우들... 영혼을 갈아넣은 영화다. 내가 중국을 항상 비판하고 욕했지만 패왕별희는 정말 인간의 폐부를 찌르는 감동의 서사시다.,2020-05-04 22:20:00
776,10,보면 볼수록 감정과 여운이 더 깊어지는 영화 청데이와  닮은 장국영이 그립고 또 그립다 그의 눈빛은 아무 대사가 없어도 가슴을 울린다,2020-05-04 20:26:00
777,10,장국영만의 그 슬프고 쓸쓸하고 나른한 분위기 너무 좋다..두지도 장국영도 그냥 마냥 안아주고 싶다,2020-05-04 17:38:00
778,10,난생 들어본 적도 없는 패왕별희를 어제 극장가서 보는데 저건 연기인걸까 실제인걸까 구분이 안가고 보는 도중 답답함은 없는데 너무 처연해서 눈물나더라,2020-05-02 23:30:00
779,10,"재개봉으로 다시 봤어요. 장국영의 몸짓 하나하나, 명작입니다.",2020-05-02 22:05:00
780,10,장국영 너무 보고 싶다.,2020-05-02 15:35:00
781,10,예술인으로써 중국 근현대사를 느끼기에 최고의 영화였다. 연출 연기 최상이다,2020-05-01 22:51:00
782,10,재개봉 덕분에 극장에서 볼 수 있어서 좋았습니다.,2020-05-01 20:55:00
783,10,마음아프다 보고나와서힘들었다,2020-04-19 22:11:00
784,10,큰 화면으로 본 장국영 씨의 연기는 놀라웠다.,2020-04-17 18:31:00
785,10,4월1일이 오면 숙명처럼 찾게되는 그와 그의 영화,2020-03-31 01:01:00
786,10,오 패왕별희 2020년 4월 1일 재개봉 젠장 내가 이 영화를 2004년에 나온 DVD로 밖에 볼수가 없어서 한이었는데 드디어 극장개봉이다 이건 반드시 본다. 만일 첸 카이거 감독이 패왕별희 이후로 계속 작품을 잘 만들었다면 장예모 감독보다 명성이 높았을거다. 물론 중국의 &#34;5 세대&#34; 감독들이 재능있는 사람들이 많지만 이 패왕별희는 정말.... 영화에 신이 있다면 그 신이 중국에 내려가서 직접 촬영하고 만든것 같다. 물론 이 세계에는 훌룡한 영화들이 많고 패왕별희만이 유일한 최고의 영화라고 할수는 없지만 분명 ! 패왕별희는 굉장한 영화이다. 재개봉 ㄳ 요 ~~ ,2020-03-06 15:39:00
787,5,장국영의 연기는 정말 좋다. 하지만 영화 자체를 받아들일만한 그릇이 내게 없나보다,2020-03-04 19:51:00
788,10,시대의 격동 속에서 스러져가는 세 인물의 이야기... 모두 두 남자를 주목할 때 나는 그 누구보다 강한 여성을 바라보고 싶었다,2019-12-22 01:14:00
789,10,영화가 아름답다. 이유는 너무 많다,2019-10-20 11:59:00
790,10,"두지가 시투의 곁에 있으려한 것은 그를 사랑했기 때문이 아니라, 두지 그 스스로 우희였기 때문이다.",2019-10-19 22:59:00
791,10,패왕별희... 패왕과 우희가 이별한다아름답다 공리가 장국영을 안아주는 장면에서는나까지 모성애가 느껴졌다2달전에 본 영화 아직도 먹먹하다,2019-10-18 02:48:00
792,10,연기 스토리구성 영상미 중국의 역사 그리고 경극 배우들간의 심리 묘사 몇가지만 충족되어도 명작이라 할만한데 이 영화는 모든걸 갖췄다.,2019-10-11 03:46:00
793,10,장국영이라는 배우를 뒤늦게 알게 되어 출연한 영화들을 보고 있는데.. 패왕별희에서의 연기는 소름끼치도록 빠져들었습니다. 손짓과 발걸음 눈빛 전부 잔상이 남네요. 참고로 아직 못 보신 분들은 이 영화가 칸영화제에서 황금종려상 받은 이유를 느껴보시길! ,2019-08-22 06:03:00
794,8,왜 예술가는 불행하게 살아야 예술작품에 값을 더 쳐주는 걸까. 단 한순간이라도 데이는 행복한 순간이 있었을까.,2019-06-11 00:34:00
795,10,인생영화로 꼽는 단 하나의 명작,2019-05-27 02:09:00
796,9,사람에 따라선 충격과 후유증이 심할 수도 있지만 난 이 영화를 추천하고 싶다. 한평생 자신의 인생을 경극처럼 살다간 데이의 이야기를 다른 사람들은 어떻게 감상할지 정말 궁금하다.,2019-04-16 16:10:00
797,10,극중에서 장국영이 칼로 자신을 찌르기 전에 마지막으로 미소짓던 장면은 정말 최고였다.,2019-03-25 01:45:00
798,10,문화대혁명 비참하다 .. 역사가 어떤지 알고보면 지루한영화가 결코아니다 너무 슬픈영화야 모택동이 중국을 다 망쳤다 특히문화적인것들  근데 지금 천안문에 아직도 사진이 걸려있는거보면 너무나 아이러니 ..,2019-02-25 14:52:00
799,10,명작 정말 미친듯한영화,2019-02-17 21:58:00
800,10,감히 평점을 매길 수도 없는 시대의 명작인데 아래에 1점준놈때문에 빡쳐서 별점세탁함,2019-02-09 02:14:00
801,10,두가지가 아쉬울 뿐. 영화관에 보지 못했던것.   이런 영화가 앞으로 나올수 없다는것,2019-01-09 07:56:00
802,10,연기를 넘어선 무언가... 감히 내가 평가하기엔 걸작 중에 걸작이었음... 10점 밖에 주지 못하는 게 한스럽다..,2018-12-23 17:09:00
803,10,표정이 아닌 눈빛으로 모든 연기가 가능한 장국영이기에 가능한... 진정한 예술인,2018-12-19 00:10:00
804,10,주샨의 품에 안겨 엄마를 찾는 데이를 보면서 한없이 울었습니다. 레슬리. 그도 떠나기전에 그토록 미칠만큼 괴로워하지 않았을까 하는 생각이 며칠째 머릿속을 맴돌고 많이 어지럽네요. 인류 최고의 걸작이라 생각합니다. 꼭 보세요. ,2018-11-09 16:22:00
805,10,거대한 역사속 소용돌이에 아스러진 작은 영혼들..,2018-10-27 15:00:00
806,10,이거 보고 입맛을 잃어버릴 정도.. 영화 너무 잘 만들었다,2018-10-08 13:34:00
